"","admit","gre","gpa","rank"
"2093",0,800,3.9,2
"2094",0,580,2.93,2
"2095",1,660,3.44,2
"2096",0,660,3.33,2
"2097",0,640,3.52,4
"2098",0,480,3.57,2
"2099",0,700,2.88,2
"2100",0,400,3.31,3
"2101",0,340,3.15,3
"2102",0,580,3.57,3
"2103",0,380,3.33,4
"2104",0,540,3.94,3
"2105",1,660,3.95,2
"2106",1,740,2.97,2
"2107",1,700,3.56,1
"2108",0,480,3.13,2
"2109",0,400,2.93,3
"2110",0,480,3.45,2
"2111",0,680,3.08,4
"2112",0,420,3.41,4
"2113",0,360,3,3
"2114",0,600,3.22,1
"2115",0,720,3.84,3
"2116",0,620,3.99,3
"2117",1,440,3.45,2
"2118",0,700,3.72,2
"2119",1,800,3.7,1
"2120",0,340,2.92,3
"2121",1,520,3.74,2
"2122",1,480,2.67,2
"2123",0,520,2.85,3
"2124",0,500,2.98,3
"2125",0,720,3.88,3
"2126",0,540,3.38,4
"2127",1,600,3.54,1
"2128",0,740,3.74,4
"2129",0,540,3.19,2
"2130",0,460,3.15,4
"2131",1,620,3.17,2
"2132",0,640,2.79,2
"2133",0,580,3.4,2
"2134",0,500,3.08,3
"2135",0,560,2.95,2
"2136",0,500,3.57,3
"2137",0,560,3.33,4
"2138",0,700,4,3
"2139",0,620,3.4,2
"2140",1,600,3.58,1
"2141",0,640,3.93,2
"2142",1,700,3.52,4
"2143",0,620,3.94,4
"2144",0,580,3.4,3
"2145",0,580,3.4,4
"2146",0,380,3.43,3
"2147",0,480,3.4,2
"2148",0,560,2.71,3
"2149",1,480,2.91,1
"2150",0,740,3.31,1
"2151",1,800,3.74,1
"2152",0,400,3.38,2
"2153",1,640,3.94,2
"2154",0,580,3.46,3
"2155",0,620,3.69,3
"2156",1,580,2.86,4
"2157",0,560,2.52,2
"2158",1,480,3.58,1
"2159",0,660,3.49,2
"2160",0,700,3.82,3
"2161",0,600,3.13,2
"2162",0,640,3.5,2
"2163",1,700,3.56,2
"2164",0,520,2.73,2
"2165",0,580,3.3,2
"2166",0,700,4,1
"2167",0,440,3.24,4
"2168",0,720,3.77,3
"2169",0,500,4,3
"2170",0,600,3.62,3
"2171",0,400,3.51,3
"2172",0,540,2.81,3
"2173",0,680,3.48,3
"2174",1,800,3.43,2
"2175",0,500,3.53,4
"2176",1,620,3.37,2
"2177",0,520,2.62,2
"2178",1,620,3.23,3
"2179",0,620,3.33,3
"2180",0,300,3.01,3
"2181",0,620,3.78,3
"2182",0,500,3.88,4
"2183",0,700,4,2
"2184",1,540,3.84,2
"2185",0,500,2.79,4
"2186",0,800,3.6,2
"2187",0,560,3.61,3
"2188",0,580,2.88,2
"2189",0,560,3.07,2
"2190",0,500,3.35,2
"2191",1,640,2.94,2
"2192",0,800,3.54,3
"2193",0,640,3.76,3
"2194",0,380,3.59,4
"2195",1,600,3.47,2
"2196",0,560,3.59,2
"2197",0,660,3.07,3
"2198",1,400,3.23,4
"2199",0,600,3.63,3
"2200",0,580,3.77,4
"2201",0,800,3.31,3
"2202",1,580,3.2,2
"2203",1,700,4,1
"2204",0,420,3.92,4
"2205",1,600,3.89,1
"2206",1,780,3.8,3
"2207",0,740,3.54,1
"2208",1,640,3.63,1
"2209",0,540,3.16,3
"2210",0,580,3.5,2
"2211",0,740,3.34,4
"2212",0,580,3.02,2
"2213",0,460,2.87,2
"2214",0,640,3.38,3
"2215",1,600,3.56,2
"2216",1,660,2.91,3
"2217",0,340,2.9,1
"2218",1,460,3.64,1
"2219",0,460,2.98,1
"2220",1,560,3.59,2
"2221",0,540,3.28,3
"2222",0,680,3.99,3
"2223",1,480,3.02,1
"2224",0,800,3.47,3
"2225",0,800,2.9,2
"2226",1,720,3.5,3
"2227",0,620,3.58,2
"2228",0,540,3.02,4
"2229",0,480,3.43,2
"2230",1,720,3.42,2
"2231",0,580,3.29,4
"2232",0,600,3.28,3
"2233",0,380,3.38,2
"2234",0,420,2.67,3
"2235",1,800,3.53,1
"2236",0,620,3.05,2
"2237",1,660,3.49,2
"2238",0,480,4,2
"2239",0,500,2.86,4
"2240",0,700,3.45,3
"2241",0,440,2.76,2
"2242",1,520,3.81,1
"2243",1,680,2.96,3
"2244",0,620,3.22,2
"2245",0,540,3.04,1
"2246",0,800,3.91,3
"2247",0,680,3.34,2
"2248",0,440,3.17,2
"2249",0,680,3.64,3
"2250",0,640,3.73,3
"2251",0,660,3.31,4
"2252",0,620,3.21,4
"2253",1,520,4,2
"2254",1,540,3.55,4
"2255",1,740,3.52,4
"2256",0,640,3.35,3
"2257",1,520,3.3,2
"2258",1,620,3.95,3
"2259",0,520,3.51,2
"2260",0,640,3.81,2
"2261",0,680,3.11,2
"2262",0,440,3.15,2
"2263",1,520,3.19,3
"2264",1,620,3.95,3
"2265",1,520,3.9,3
"2266",0,380,3.34,3
"2267",0,560,3.24,4
"2268",1,600,3.64,3
"2269",1,680,3.46,2
"2270",0,500,2.81,3
"2271",1,640,3.95,2
"2272",0,540,3.33,3
"2273",1,680,3.67,2
"2274",0,660,3.32,1
"2275",0,520,3.12,2
"2276",1,600,2.98,2
"2277",0,460,3.77,3
"2278",1,580,3.58,1
"2279",1,680,3,4
"2280",1,660,3.14,2
"2281",0,660,3.94,2
"2282",0,360,3.27,3
"2283",0,660,3.45,4
"2284",0,520,3.1,4
"2285",1,440,3.39,2
"2286",0,600,3.31,4
"2287",1,800,3.22,1
"2288",1,660,3.7,4
"2289",0,800,3.15,4
"2290",0,420,2.26,4
"2291",1,620,3.45,2
"2292",0,800,2.78,2
"2293",0,680,3.7,2
"2294",0,800,3.97,1
"2295",0,480,2.55,1
"2296",0,520,3.25,3
"2297",0,560,3.16,1
"2298",0,460,3.07,2
"2299",0,540,3.5,2
"2300",0,720,3.4,3
"2301",0,640,3.3,2
"2302",1,660,3.6,3
"2303",1,400,3.15,2
"2304",1,680,3.98,2
"2305",0,220,2.83,3
"2306",0,580,3.46,4
"2307",1,540,3.17,1
"2308",0,580,3.51,2
"2309",0,540,3.13,2
"2310",0,440,2.98,3
"2311",0,560,4,3
"2312",0,660,3.67,2
"2313",0,660,3.77,3
"2314",1,520,3.65,4
"2315",0,540,3.46,4
"2316",1,300,2.84,2
"2317",1,340,3,2
"2318",1,780,3.63,4
"2319",1,480,3.71,4
"2320",0,540,3.28,1
"2321",0,460,3.14,3
"2322",0,460,3.58,2
"2323",0,500,3.01,4
"2324",0,420,2.69,2
"2325",0,520,2.7,3
"2326",0,680,3.9,1
"2327",0,680,3.31,2
"2328",1,560,3.48,2
"2329",0,580,3.34,2
"2330",0,500,2.93,4
"2331",0,740,4,3
"2332",0,660,3.59,3
"2333",0,420,2.96,1
"2334",0,560,3.43,3
"2335",1,460,3.64,3
"2336",1,620,3.71,1
"2337",0,520,3.15,3
"2338",0,620,3.09,4
"2339",0,540,3.2,1
"2340",1,660,3.47,3
"2341",0,500,3.23,4
"2342",1,560,2.65,3
"2343",0,500,3.95,4
"2344",0,580,3.06,2
"2345",0,520,3.35,3
"2346",0,500,3.03,3
"2347",0,600,3.35,2
"2348",0,580,3.8,2
"2349",0,400,3.36,2
"2350",0,620,2.85,2
"2351",1,780,4,2
"2352",0,620,3.43,3
"2353",1,580,3.12,3
"2354",0,700,3.52,2
"2355",1,540,3.78,2
"2356",1,760,2.81,1
"2357",0,700,3.27,2
"2358",0,720,3.31,1
"2359",1,560,3.69,3
"2360",0,720,3.94,3
"2361",1,520,4,1
"2362",1,540,3.49,1
"2363",0,680,3.14,2
"2364",0,460,3.44,2
"2365",1,560,3.36,1
"2366",0,480,2.78,3
"2367",0,460,2.93,3
"2368",0,620,3.63,3
"2369",0,580,4,1
"2370",0,800,3.89,2
"2371",1,540,3.77,2
"2372",1,680,3.76,3
"2373",1,680,2.42,1
"2374",1,620,3.37,1
"2375",0,560,3.78,2
"2376",0,560,3.49,4
"2377",0,620,3.63,2
"2378",1,800,4,2
"2379",0,640,3.12,3
"2380",0,540,2.7,2
"2381",0,700,3.65,2
"2382",1,540,3.49,2
"2383",0,540,3.51,2
"2384",0,660,4,1
"2385",1,480,2.62,2
"2386",0,420,3.02,1
"2387",1,740,3.86,2
"2388",0,580,3.36,2
"2389",0,640,3.17,2
"2390",0,640,3.51,2
"2391",1,800,3.05,2
"2392",1,660,3.88,2
"2393",1,600,3.38,3
"2394",1,620,3.75,2
"2395",1,460,3.99,3
"2396",0,620,4,2
"2397",0,560,3.04,3
"2398",0,460,2.63,2
"2399",0,700,3.65,2
"2400",0,600,3.89,3
"2401",0,380,3.61,3
"2402",1,660,3.67,3
"2403",1,800,4,1
"2404",1,640,3.19,4
"2405",0,520,2.93,4
"2406",1,760,3,2
"2407",1,560,2.98,1
"2408",0,400,3.08,2
"2409",1,540,3.39,3
"2410",0,700,3.92,2
"2411",0,800,4,4
"2412",0,440,3.22,1
"2413",1,760,4,1
"2414",0,700,3.08,2
"2415",1,700,4,1
"2416",0,480,3.44,3
"2417",0,780,3.87,4
"2418",0,360,2.56,3
"2419",0,800,3.75,2
"2420",1,540,3.81,1
"2421",0,500,3.17,3
"2422",1,660,3.63,2
"2423",0,600,2.82,4
"2424",0,680,3.19,4
"2425",1,760,3.35,2
"2426",1,800,3.66,1
"2427",1,620,3.61,1
"2428",1,520,3.74,4
"2429",1,780,3.22,2
"2430",0,520,3.29,1
"2431",0,540,3.78,4
"2432",0,760,3.35,3
"2433",0,600,3.4,3
"2434",1,800,4,3
"2435",0,360,3.14,1
"2436",0,400,3.05,2
"2437",0,580,3.25,1
"2438",0,520,2.9,3
"2439",1,500,3.13,2
"2440",1,520,2.68,3
"2441",0,560,2.42,2
"2442",1,580,3.32,2
"2443",1,600,3.15,2
"2444",0,500,3.31,3
"2445",0,700,2.94,2
"2446",1,460,3.45,3
"2447",1,580,3.46,2
"2448",0,500,2.97,4
"2449",0,440,2.48,4
"2450",0,400,3.35,3
"2451",0,640,3.86,3
"2452",0,440,3.13,4
"2453",0,740,3.37,4
"2454",1,680,3.27,2
"2455",0,660,3.34,3
"2456",1,740,4,3
"2457",0,560,3.19,3
"2458",0,380,2.94,3
"2459",0,400,3.65,2
"2460",0,600,2.82,4
"2461",1,620,3.18,2
"2462",0,560,3.32,4
"2463",0,640,3.67,3
"2464",1,680,3.85,3
"2465",0,580,4,3
"2466",0,600,3.59,2
"2467",0,740,3.62,4
"2468",0,620,3.3,1
"2469",0,580,3.69,1
"2470",0,800,3.73,1
"2471",0,640,4,3
"2472",0,300,2.92,4
"2473",0,480,3.39,4
"2474",0,580,4,2
"2475",0,720,3.45,4
"2476",0,720,4,3
"2477",0,560,3.36,3
"2478",1,800,4,3
"2479",0,540,3.12,1
"2480",1,620,4,1
"2481",0,700,2.9,4
"2482",0,620,3.07,2
"2483",0,500,2.71,2
"2484",0,380,2.91,4
"2485",1,500,3.6,3
"2486",0,520,2.98,2
"2487",0,600,3.32,2
"2488",0,600,3.48,2
"2489",0,700,3.28,1
"2490",1,660,4,2
"2491",0,700,3.83,2
"2492",1,720,3.64,1
"2493",0,800,3.9,2
"2494",0,580,2.93,2
"2495",1,660,3.44,2
"2496",0,660,3.33,2
"2497",0,640,3.52,4
"2498",0,480,3.57,2
"2499",0,700,2.88,2
"2500",0,400,3.31,3
"2501",0,340,3.15,3
"2502",0,580,3.57,3
"2503",0,380,3.33,4
"2504",0,540,3.94,3
"2505",1,660,3.95,2
"2506",1,740,2.97,2
"2507",1,700,3.56,1
"2508",0,480,3.13,2
"2509",0,400,2.93,3
"2510",0,480,3.45,2
"2511",0,680,3.08,4
"2512",0,420,3.41,4
"2513",0,360,3,3
"2514",0,600,3.22,1
"2515",0,720,3.84,3
"2516",0,620,3.99,3
"2517",1,440,3.45,2
"2518",0,700,3.72,2
"2519",1,800,3.7,1
"2520",0,340,2.92,3
"2521",1,520,3.74,2
"2522",1,480,2.67,2
"2523",0,520,2.85,3
"2524",0,500,2.98,3
"2525",0,720,3.88,3
"2526",0,540,3.38,4
"2527",1,600,3.54,1
"2528",0,740,3.74,4
"2529",0,540,3.19,2
"2530",0,460,3.15,4
"2531",1,620,3.17,2
"2532",0,640,2.79,2
"2533",0,580,3.4,2
"2534",0,500,3.08,3
"2535",0,560,2.95,2
"2536",0,500,3.57,3
"2537",0,560,3.33,4
"2538",0,700,4,3
"2539",0,620,3.4,2
"2540",1,600,3.58,1
"2541",0,640,3.93,2
"2542",1,700,3.52,4
"2543",0,620,3.94,4
"2544",0,580,3.4,3
"2545",0,580,3.4,4
"2546",0,380,3.43,3
"2547",0,480,3.4,2
"2548",0,560,2.71,3
"2549",1,480,2.91,1
"2550",0,740,3.31,1
"2551",1,800,3.74,1
"2552",0,400,3.38,2
"2553",1,640,3.94,2
"2554",0,580,3.46,3
"2555",0,620,3.69,3
"2556",1,580,2.86,4
"2557",0,560,2.52,2
"2558",1,480,3.58,1
"2559",0,660,3.49,2
"2560",0,700,3.82,3
"2561",0,600,3.13,2
"2562",0,640,3.5,2
"2563",1,700,3.56,2
"2564",0,520,2.73,2
"2565",0,580,3.3,2
"2566",0,700,4,1
"2567",0,440,3.24,4
"2568",0,720,3.77,3
"2569",0,500,4,3
"2570",0,600,3.62,3
"2571",0,400,3.51,3
"2572",0,540,2.81,3
"2573",0,680,3.48,3
"2574",1,800,3.43,2
"2575",0,500,3.53,4
"2576",1,620,3.37,2
"2577",0,520,2.62,2
"2578",1,620,3.23,3
"2579",0,620,3.33,3
"2580",0,300,3.01,3
"2581",0,620,3.78,3
"2582",0,500,3.88,4
"2583",0,700,4,2
"2584",1,540,3.84,2
"2585",0,500,2.79,4
"2586",0,800,3.6,2
"2587",0,560,3.61,3
"2588",0,580,2.88,2
"2589",0,560,3.07,2
"2590",0,500,3.35,2
"2591",1,640,2.94,2
"2592",0,800,3.54,3
"2593",0,640,3.76,3
"2594",0,380,3.59,4
"2595",1,600,3.47,2
"2596",0,560,3.59,2
"2597",0,660,3.07,3
"2598",1,400,3.23,4
"2599",0,600,3.63,3
"2600",0,580,3.77,4
"2601",0,800,3.31,3
"2602",1,580,3.2,2
"2603",1,700,4,1
"2604",0,420,3.92,4
"2605",1,600,3.89,1
"2606",1,780,3.8,3
"2607",0,740,3.54,1
"2608",1,640,3.63,1
"2609",0,540,3.16,3
"2610",0,580,3.5,2
"2611",0,740,3.34,4
"2612",0,580,3.02,2
"2613",0,460,2.87,2
"2614",0,640,3.38,3
"2615",1,600,3.56,2
"2616",1,660,2.91,3
"2617",0,340,2.9,1
"2618",1,460,3.64,1
"2619",0,460,2.98,1
"2620",1,560,3.59,2
"2621",0,540,3.28,3
"2622",0,680,3.99,3
"2623",1,480,3.02,1
"2624",0,800,3.47,3
"2625",0,800,2.9,2
"2626",1,720,3.5,3
"2627",0,620,3.58,2
"2628",0,540,3.02,4
"2629",0,480,3.43,2
"2630",1,720,3.42,2
"2631",0,580,3.29,4
"2632",0,600,3.28,3
"2633",0,380,3.38,2
"2634",0,420,2.67,3
"2635",1,800,3.53,1
"2636",0,620,3.05,2
"2637",1,660,3.49,2
"2638",0,480,4,2
"2639",0,500,2.86,4
"2640",0,700,3.45,3
"2641",0,440,2.76,2
"2642",1,520,3.81,1
"2643",1,680,2.96,3
"2644",0,620,3.22,2
"2645",0,540,3.04,1
"2646",0,800,3.91,3
"2647",0,680,3.34,2
"2648",0,440,3.17,2
"2649",0,680,3.64,3
"2650",0,640,3.73,3
"2651",0,660,3.31,4
"2652",0,620,3.21,4
"2653",1,520,4,2
"2654",1,540,3.55,4
"2655",1,740,3.52,4
"2656",0,640,3.35,3
"2657",1,520,3.3,2
"2658",1,620,3.95,3
"2659",0,520,3.51,2
"2660",0,640,3.81,2
"2661",0,680,3.11,2
"2662",0,440,3.15,2
"2663",1,520,3.19,3
"2664",1,620,3.95,3
"2665",1,520,3.9,3
"2666",0,380,3.34,3
"2667",0,560,3.24,4
"2668",1,600,3.64,3
"2669",1,680,3.46,2
"2670",0,500,2.81,3
"2671",1,640,3.95,2
"2672",0,540,3.33,3
"2673",1,680,3.67,2
"2674",0,660,3.32,1
"2675",0,520,3.12,2
"2676",1,600,2.98,2
"2677",0,460,3.77,3
"2678",1,580,3.58,1
"2679",1,680,3,4
"2680",1,660,3.14,2
"2681",0,660,3.94,2
"2682",0,360,3.27,3
"2683",0,660,3.45,4
"2684",0,520,3.1,4
"2685",1,440,3.39,2
"2686",0,600,3.31,4
"2687",1,800,3.22,1
"2688",1,660,3.7,4
"2689",0,800,3.15,4
"2690",0,420,2.26,4
"2691",1,620,3.45,2
"2692",0,800,2.78,2
"2693",0,680,3.7,2
"2694",0,800,3.97,1
"2695",0,480,2.55,1
"2696",0,520,3.25,3
"2697",0,560,3.16,1
"2698",0,460,3.07,2
"2699",0,540,3.5,2
"2700",0,720,3.4,3
"2701",0,640,3.3,2
"2702",1,660,3.6,3
"2703",1,400,3.15,2
"2704",1,680,3.98,2
"2705",0,220,2.83,3
"2706",0,580,3.46,4
"2707",1,540,3.17,1
"2708",0,580,3.51,2
"2709",0,540,3.13,2
"2710",0,440,2.98,3
"2711",0,560,4,3
"2712",0,660,3.67,2
"2713",0,660,3.77,3
"2714",1,520,3.65,4
"2715",0,540,3.46,4
"2716",1,300,2.84,2
"2717",1,340,3,2
"2718",1,780,3.63,4
"2719",1,480,3.71,4
"2720",0,540,3.28,1
"2721",0,460,3.14,3
"2722",0,460,3.58,2
"2723",0,500,3.01,4
"2724",0,420,2.69,2
"2725",0,520,2.7,3
"2726",0,680,3.9,1
"2727",0,680,3.31,2
"2728",1,560,3.48,2
"2729",0,580,3.34,2
"2730",0,500,2.93,4
"2731",0,740,4,3
"2732",0,660,3.59,3
"2733",0,420,2.96,1
"2734",0,560,3.43,3
"2735",1,460,3.64,3
"2736",1,620,3.71,1
"2737",0,520,3.15,3
"2738",0,620,3.09,4
"2739",0,540,3.2,1
"2740",1,660,3.47,3
"2741",0,500,3.23,4
"2742",1,560,2.65,3
"2743",0,500,3.95,4
"2744",0,580,3.06,2
"2745",0,520,3.35,3
"2746",0,500,3.03,3
"2747",0,600,3.35,2
"2748",0,580,3.8,2
"2749",0,400,3.36,2
"2750",0,620,2.85,2
"2751",1,780,4,2
"2752",0,620,3.43,3
"2753",1,580,3.12,3
"2754",0,700,3.52,2
"2755",1,540,3.78,2
"2756",1,760,2.81,1
"2757",0,700,3.27,2
"2758",0,720,3.31,1
"2759",1,560,3.69,3
"2760",0,720,3.94,3
"2761",1,520,4,1
"2762",1,540,3.49,1
"2763",0,680,3.14,2
"2764",0,460,3.44,2
"2765",1,560,3.36,1
"2766",0,480,2.78,3
"2767",0,460,2.93,3
"2768",0,620,3.63,3
"2769",0,580,4,1
"2770",0,800,3.89,2
"2771",1,540,3.77,2
"2772",1,680,3.76,3
"2773",1,680,2.42,1
"2774",1,620,3.37,1
"2775",0,560,3.78,2
"2776",0,560,3.49,4
"2777",0,620,3.63,2
"2778",1,800,4,2
"2779",0,640,3.12,3
"2780",0,540,2.7,2
"2781",0,700,3.65,2
"2782",1,540,3.49,2
"2783",0,540,3.51,2
"2784",0,660,4,1
"2785",1,480,2.62,2
"2786",0,420,3.02,1
"2787",1,740,3.86,2
"2788",0,580,3.36,2
"2789",0,640,3.17,2
"2790",0,640,3.51,2
"2791",1,800,3.05,2
"2792",1,660,3.88,2
"2793",1,600,3.38,3
"2794",1,620,3.75,2
"2795",1,460,3.99,3
"2796",0,620,4,2
"2797",0,560,3.04,3
"2798",0,460,2.63,2
"2799",0,700,3.65,2
"2800",0,600,3.89,3
"2801",0,380,3.61,3
"2802",1,660,3.67,3
"2803",1,800,4,1
"2804",1,640,3.19,4
"2805",0,520,2.93,4
"2806",1,760,3,2
"2807",1,560,2.98,1
"2808",0,400,3.08,2
"2809",1,540,3.39,3
"2810",0,700,3.92,2
"2811",0,800,4,4
"2812",0,440,3.22,1
"2813",1,760,4,1
"2814",0,700,3.08,2
"2815",1,700,4,1
"2816",0,480,3.44,3
"2817",0,780,3.87,4
"2818",0,360,2.56,3
"2819",0,800,3.75,2
"2820",1,540,3.81,1
"2821",0,500,3.17,3
"2822",1,660,3.63,2
"2823",0,600,2.82,4
"2824",0,680,3.19,4
"2825",1,760,3.35,2
"2826",1,800,3.66,1
"2827",1,620,3.61,1
"2828",1,520,3.74,4
"2829",1,780,3.22,2
"2830",0,520,3.29,1
"2831",0,540,3.78,4
"2832",0,760,3.35,3
"2833",0,600,3.4,3
"2834",1,800,4,3
"2835",0,360,3.14,1
"2836",0,400,3.05,2
"2837",0,580,3.25,1
"2838",0,520,2.9,3
"2839",1,500,3.13,2
"2840",1,520,2.68,3
"2841",0,560,2.42,2
"2842",1,580,3.32,2
"2843",1,600,3.15,2
"2844",0,500,3.31,3
"2845",0,700,2.94,2
"2846",1,460,3.45,3
"2847",1,580,3.46,2
"2848",0,500,2.97,4
"2849",0,440,2.48,4
"2850",0,400,3.35,3
"2851",0,640,3.86,3
"2852",0,440,3.13,4
"2853",0,740,3.37,4
"2854",1,680,3.27,2
"2855",0,660,3.34,3
"2856",1,740,4,3
"2857",0,560,3.19,3
"2858",0,380,2.94,3
"2859",0,400,3.65,2
"2860",0,600,2.82,4
"2861",1,620,3.18,2
"2862",0,560,3.32,4
"2863",0,640,3.67,3
"2864",1,680,3.85,3
"2865",0,580,4,3
"2866",0,600,3.59,2
"2867",0,740,3.62,4
"2868",0,620,3.3,1
"2869",0,580,3.69,1
"2870",0,800,3.73,1
"2871",0,640,4,3
"2872",0,300,2.92,4
"2873",0,480,3.39,4
"2874",0,580,4,2
"2875",0,720,3.45,4
"2876",0,720,4,3
"2877",0,560,3.36,3
"2878",1,800,4,3
"2879",0,540,3.12,1
"2880",1,620,4,1
"2881",0,700,2.9,4
"2882",0,620,3.07,2
"2883",0,500,2.71,2
"2884",0,380,2.91,4
"2885",1,500,3.6,3
"2886",0,520,2.98,2
"2887",0,600,3.32,2
"2888",0,600,3.48,2
"2889",0,700,3.28,1
"2890",1,660,4,2
"2891",0,700,3.83,2
"2892",1,720,3.64,1
"2893",0,800,3.9,2
"2894",0,580,2.93,2
"2895",1,660,3.44,2
"2896",0,660,3.33,2
"2897",0,640,3.52,4
"2898",0,480,3.57,2
"2899",0,700,2.88,2
"2900",0,400,3.31,3
"2901",0,340,3.15,3
"2902",0,580,3.57,3
"2903",0,380,3.33,4
"2904",0,540,3.94,3
"2905",1,660,3.95,2
"2906",1,740,2.97,2
"2907",1,700,3.56,1
"2908",0,480,3.13,2
"2909",0,400,2.93,3
"2910",0,480,3.45,2
"2911",0,680,3.08,4
"2912",0,420,3.41,4
"2913",0,360,3,3
"2914",0,600,3.22,1
"2915",0,720,3.84,3
"2916",0,620,3.99,3
"2917",1,440,3.45,2
"2918",0,700,3.72,2
"2919",1,800,3.7,1
"2920",0,340,2.92,3
"2921",1,520,3.74,2
"2922",1,480,2.67,2
"2923",0,520,2.85,3
"2924",0,500,2.98,3
"2925",0,720,3.88,3
"2926",0,540,3.38,4
"2927",1,600,3.54,1
"2928",0,740,3.74,4
"2929",0,540,3.19,2
"2930",0,460,3.15,4
"2931",1,620,3.17,2
"2932",0,640,2.79,2
"2933",0,580,3.4,2
"2934",0,500,3.08,3
"2935",0,560,2.95,2
"2936",0,500,3.57,3
"2937",0,560,3.33,4
"2938",0,700,4,3
"2939",0,620,3.4,2
"2940",1,600,3.58,1
"2941",0,640,3.93,2
"2942",1,700,3.52,4
"2943",0,620,3.94,4
"2944",0,580,3.4,3
"2945",0,580,3.4,4
"2946",0,380,3.43,3
"2947",0,480,3.4,2
"2948",0,560,2.71,3
"2949",1,480,2.91,1
"2950",0,740,3.31,1
"2951",1,800,3.74,1
"2952",0,400,3.38,2
"2953",1,640,3.94,2
"2954",0,580,3.46,3
"2955",0,620,3.69,3
"2956",1,580,2.86,4
"2957",0,560,2.52,2
"2958",1,480,3.58,1
"2959",0,660,3.49,2
"2960",0,700,3.82,3
"2961",0,600,3.13,2
"2962",0,640,3.5,2
"2963",1,700,3.56,2
"2964",0,520,2.73,2
"2965",0,580,3.3,2
"2966",0,700,4,1
"2967",0,440,3.24,4
"2968",0,720,3.77,3
"2969",0,500,4,3
"2970",0,600,3.62,3
"2971",0,400,3.51,3
"2972",0,540,2.81,3
"2973",0,680,3.48,3
"2974",1,800,3.43,2
"2975",0,500,3.53,4
"2976",1,620,3.37,2
"2977",0,520,2.62,2
"2978",1,620,3.23,3
"2979",0,620,3.33,3
"2980",0,300,3.01,3
"2981",0,620,3.78,3
"2982",0,500,3.88,4
"2983",0,700,4,2
"2984",1,540,3.84,2
"2985",0,500,2.79,4
"2986",0,800,3.6,2
"2987",0,560,3.61,3
"2988",0,580,2.88,2
"2989",0,560,3.07,2
"2990",0,500,3.35,2
"2991",1,640,2.94,2
"2992",0,800,3.54,3
"2993",0,640,3.76,3
"2994",0,380,3.59,4
"2995",1,600,3.47,2
"2996",0,560,3.59,2
"2997",0,660,3.07,3
"2998",1,400,3.23,4
"2999",0,600,3.63,3
"3000",0,580,3.77,4
"3001",0,800,3.31,3
"3002",1,580,3.2,2
"3003",1,700,4,1
"3004",0,420,3.92,4
"3005",1,600,3.89,1
"3006",1,780,3.8,3
"3007",0,740,3.54,1
"3008",1,640,3.63,1
"3009",0,540,3.16,3
"3010",0,580,3.5,2
"3011",0,740,3.34,4
"3012",0,580,3.02,2
"3013",0,460,2.87,2
"3014",0,640,3.38,3
"3015",1,600,3.56,2
"3016",1,660,2.91,3
"3017",0,340,2.9,1
"3018",1,460,3.64,1
"3019",0,460,2.98,1
"3020",1,560,3.59,2
"3021",0,540,3.28,3
"3022",0,680,3.99,3
"3023",1,480,3.02,1
"3024",0,800,3.47,3
"3025",0,800,2.9,2
"3026",1,720,3.5,3
"3027",0,620,3.58,2
"3028",0,540,3.02,4
"3029",0,480,3.43,2
"3030",1,720,3.42,2
"3031",0,580,3.29,4
"3032",0,600,3.28,3
"3033",0,380,3.38,2
"3034",0,420,2.67,3
"3035",1,800,3.53,1
"3036",0,620,3.05,2
"3037",1,660,3.49,2
"3038",0,480,4,2
"3039",0,500,2.86,4
"3040",0,700,3.45,3
"3041",0,440,2.76,2
"3042",1,520,3.81,1
"3043",1,680,2.96,3
"3044",0,620,3.22,2
"3045",0,540,3.04,1
"3046",0,800,3.91,3
"3047",0,680,3.34,2
"3048",0,440,3.17,2
"3049",0,680,3.64,3
"3050",0,640,3.73,3
"3051",0,660,3.31,4
"3052",0,620,3.21,4
"3053",1,520,4,2
"3054",1,540,3.55,4
"3055",1,740,3.52,4
"3056",0,640,3.35,3
"3057",1,520,3.3,2
"3058",1,620,3.95,3
"3059",0,520,3.51,2
"3060",0,640,3.81,2
"3061",0,680,3.11,2
"3062",0,440,3.15,2
"3063",1,520,3.19,3
"3064",1,620,3.95,3
"3065",1,520,3.9,3
"3066",0,380,3.34,3
"3067",0,560,3.24,4
"3068",1,600,3.64,3
"3069",1,680,3.46,2
"3070",0,500,2.81,3
"3071",1,640,3.95,2
"3072",0,540,3.33,3
"3073",1,680,3.67,2
"3074",0,660,3.32,1
"3075",0,520,3.12,2
"3076",1,600,2.98,2
"3077",0,460,3.77,3
"3078",1,580,3.58,1
"3079",1,680,3,4
"3080",1,660,3.14,2
"3081",0,660,3.94,2
"3082",0,360,3.27,3
"3083",0,660,3.45,4
"3084",0,520,3.1,4
"3085",1,440,3.39,2
"3086",0,600,3.31,4
"3087",1,800,3.22,1
"3088",1,660,3.7,4
"3089",0,800,3.15,4
"3090",0,420,2.26,4
"3091",1,620,3.45,2
"3092",0,800,2.78,2
"3093",0,680,3.7,2
"3094",0,800,3.97,1
"3095",0,480,2.55,1
"3096",0,520,3.25,3
"3097",0,560,3.16,1
"3098",0,460,3.07,2
"3099",0,540,3.5,2
"3100",0,720,3.4,3
"3101",0,640,3.3,2
